date,taiex_close,verdict,label,flow_score,stock_confirmed,warning_active,confidence,insufficient_data,forward_days,forward_return_pct,max_favorable_pct,max_adverse_pct,long_win,risk_off_win
2025-04-25,19872.73,REVERSAL_CONFIRMED,確認轉折,2,True,False,0,False,5,3.3224,4.6038,0.8136,True,False
2025-04-28,20034.41,REVERSAL_CONFIRMED,確認轉折,2,True,False,0,False,5,2.4367,3.7597,0.9894,True,False
2025-04-29,20232.63,REVERSAL_CONFIRMED,確認轉折,2,True,False,0,False,5,1.5513,2.7431,0.0119,True,False
2025-04-30,20235.03,NEUTRAL,中性／觀察,1,True,False,0,False,5,1.5239,2.731,1.4211,True,False
2025-05-02,20787.64,REVERSAL_CONFIRMED,確認轉折,2,True,False,0,False,5,0.6129,0.6129,-1.275,True,False
2025-05-05,20532.99,NEUTRAL,中性／觀察,1,True,False,0,False,5,2.9053,2.9053,-0.0507,True,False
2025-05-06,20522.59,NEUTRAL,中性／觀察,0,True,False,0,False,5,3.9349,3.9349,0.1014,True,False
2025-05-07,20546.49,NEUTRAL,中性／觀察,0,True,False,0,False,5,6.0175,6.0175,-0.015,True,False
2025-05-08,20543.4,REVERSAL_CONFIRMED,確認轉折,2,True,False,0,False,5,5.7773,6.0334,1.809,True,False
2025-05-09,20915.04,REVERSAL_CONFIRMED,確認轉折,2,True,False,0,False,5,4.4401,4.4401,1.0256,True,False
2025-05-12,21129.54,BOUNCE_BREWING,醞釀反彈,2,False,False,0,False,5,1.8661,3.3799,0.9494,True,False
2025-05-13,21330.14,REVERSAL_CONFIRMED,確認轉折,2,True,False,0,False,5,0.9184,2.4076,0.9081,True,False
2025-05-14,21782.87,REVERSAL_CONFIRMED,確認轉折,2,True,False,0,False,5,0.0966,0.2792,-1.1892,True,False
2025-05-15,21730.25,NEUTRAL,中性／觀察,1,True,False,0,False,5,-0.2728,0.522,-0.9499,False,True
2025-05-16,21843.69,NEUTRAL,中性／觀察,1,True,False,0,False,5,-0.8765,-0.1821,-1.4643,False,True
2025-05-19,21523.83,NEUTRAL,中性／觀察,0,True,False,0,False,5,0.0592,1.3013,0.0102,True,False
2025-05-20,21526.03,NEUTRAL,中性／觀察,1,True,False,0,False,5,-0.8803,1.2909,-0.8803,False,True
2025-05-21,21803.91,NEUTRAL,中性／觀察,0,True,False,0,False,5,-2.0464,-0.6098,-2.1435,False,True
2025-05-22,21670.96,NEUTRAL,中性／觀察,0,True,False,0,False,5,-1.4935,-0.0864,-1.5432,False,True
2025-05-23,21652.24,NEUTRAL,中性／觀察,1,True,False,0,False,5,-2.9998,-0.5342,-2.9998,False,True
2025-05-26,21536.57,NEUTRAL,中性／觀察,1,True,False,0,False,5,-1.9021,-0.8304,-2.4789,False,True
2025-05-27,21336.54,PANIC_CONTINUES,恐慌持續,0,False,False,0,False,5,1.3196,1.3196,-1.5646,True,False
2025-05-28,21357.72,NEUTRAL,中性／觀察,1,False,False,0,False,5,1.4829,1.4829,-1.6622,True,False
2025-05-29,21347.3,BOUNCE_BREWING,醞釀反彈,2,False,False,0,False,5,1.4679,1.5324,-1.6142,True,False
2025-06-02,21002.71,PANIC_CONTINUES,恐慌持續,0,False,True,0,False,5,3.7499,3.7499,0.5914,True,False
2025-06-03,21126.93,PANIC_CONTINUES,恐慌持續,0,False,False,0,False,5,5.2786,5.2786,2.3248,True,False
2025-06-04,21618.09,BOUNCE_BREWING,醞釀反彈,3,False,False,0,False,5,3.9412,3.9412,0.1969,True,False
2025-06-05,21674.43,NEUTRAL,中性／觀察,1,False,False,0,False,5,2.83,3.671,-0.0635,True,False
2025-06-06,21660.66,PANIC_CONTINUES,恐慌持續,0,False,False,0,False,5,1.9034,3.7369,0.5985,True,False
